cell_type	gene	n_frail	n_healthy_old_non_frail	log2cpm_difference	p_value	adj_p_value_bh	test
B	MMS19	5	6	-0.8426587067251341	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	WWP2	5	6	-0.37185661281947624	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	STT3A	5	6	-0.5739115630699905	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	HBS1L	5	6	-0.5015318089681546	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	ZNF326	5	6	-0.4720133801739541	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	GBF1	5	6	-1.1830578145130337	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	CAPRIN1	5	6	-0.8275228820126292	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	APPBP2	5	6	-0.7073015935465472	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	TMX3	5	6	-0.9216493469321629	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	SERPINB1	5	6	-0.5327707203642627	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	PDCD10	5	6	-0.7469221933399481	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	EP400	5	6	-0.6163739583475376	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	MMP17	5	6	2.155543629009655	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	RNF139	5	6	0.4831035166566604	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	CHKA	5	6	1.345750225726838	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	SLC7A6OS	5	6	-0.8613585411020943	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	RICTOR	5	6	-0.6981180916098424	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	THOC2	5	6	-0.7389440038520041	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	ZGPAT	5	6	-0.6211726570835125	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	GMEB2	5	6	1.4921507397063443	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	ZNF292	5	6	-0.9508018887293259	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	SNHG9	5	6	1.3708618526118999	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	PDCD11	5	6	-1.0623761834461165	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	NT5C2	5	6	-0.6157634258395328	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	BRI3BP	5	6	2.6021010693731927	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	ATXN7L1	5	6	-1.0086197016747729	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	XRN2	5	6	-0.5994557755746079	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	RAD23B	5	6	-0.5955583578673078	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	HNRNPU	5	6	-0.6755217205057562	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	PRPF6	5	6	-0.5556653652423469	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	LINC00893	5	6	-1.0117345085805045	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	IDS	5	6	-0.7656385070900429	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	PGP	5	6	1.4391034268948417	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	LSM14A	5	6	-0.493057491319016	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
B	SLC37A2	5	6	0.821697780901101	0.004329004329004329	0.09497320860957224	Mann-Whitney U donor pseudobulk logCPM
