donor_id	group	clonotype_id	count	frequency
F016	cord_blood	clonotype2048	3	0.0005994005994005994
F016	cord_blood	clonotype2045	3	0.0005994005994005994
F016	cord_blood	clonotype2039	3	0.0005994005994005994
F016	cord_blood	clonotype1645	3	0.0005994005994005994
F016	cord_blood	clonotype1627	3	0.0005994005994005994
F016	cord_blood	clonotype1650	3	0.0005994005994005994
F016	cord_blood	clonotype1988	3	0.0005994005994005994
F016	cord_blood	clonotype2066	3	0.0005994005994005994
F016	cord_blood	clonotype1511	3	0.0005994005994005994
F016	cord_blood	clonotype2074	3	0.0005994005994005994
F016	cord_blood	clonotype2081	3	0.0005994005994005994
F016	cord_blood	clonotype1478	3	0.0005994005994005994
F016	cord_blood	clonotype1477	3	0.0005994005994005994
F016	cord_blood	clonotype2097	3	0.0005994005994005994
F016	cord_blood	clonotype2094	3	0.0005994005994005994
F016	cord_blood	clonotype2093	3	0.0005994005994005994
F016	cord_blood	clonotype1474	3	0.0005994005994005994
F016	cord_blood	clonotype1470	3	0.0005994005994005994
F016	cord_blood	clonotype1455	3	0.0005994005994005994
F016	cord_blood	clonotype57	3	0.0005994005994005994
F017	cord_blood	clonotype1	6	0.0008978003890468353
F017	cord_blood	clonotype2575	4	0.0005985335926978902
F017	cord_blood	clonotype1924	4	0.0005985335926978902
F017	cord_blood	clonotype2859	4	0.0005985335926978902
F017	cord_blood	clonotype1273	4	0.0005985335926978902
F017	cord_blood	clonotype2298	4	0.0005985335926978902
F017	cord_blood	clonotype3501	4	0.0005985335926978902
F017	cord_blood	clonotype2306	4	0.0005985335926978902
F017	cord_blood	clonotype1734	4	0.0005985335926978902
F017	cord_blood	clonotype3438	4	0.0005985335926978902
F017	cord_blood	clonotype2177	4	0.0005985335926978902
F017	cord_blood	clonotype3439	4	0.0005985335926978902
F017	cord_blood	clonotype2829	4	0.0005985335926978902
F017	cord_blood	clonotype1664	4	0.0005985335926978902
F017	cord_blood	clonotype2021	4	0.0005985335926978902
F017	cord_blood	clonotype2996	4	0.0005985335926978902
F017	cord_blood	clonotype5	4	0.0005985335926978902
F017	cord_blood	clonotype2472	4	0.0005985335926978902
F017	cord_blood	clonotype2133	4	0.0005985335926978902
F017	cord_blood	clonotype2462	4	0.0005985335926978902
F017	cord_blood	clonotype22	4	0.0005985335926978902
F017	cord_blood	clonotype1975	4	0.0005985335926978902
F017	cord_blood	clonotype3431	4	0.0005985335926978902
F017	cord_blood	clonotype1760	4	0.0005985335926978902
F017	cord_blood	clonotype2430	4	0.0005985335926978902
F017	cord_blood	clonotype2036	4	0.0005985335926978902
F017	cord_blood	clonotype1564	4	0.0005985335926978902
F017	cord_blood	clonotype242	4	0.0005985335926978902
F017	cord_blood	clonotype1473	4	0.0005985335926978902
F017	cord_blood	clonotype1419	4	0.0005985335926978902
F017	cord_blood	clonotype3136	4	0.0005985335926978902
F017	cord_blood	clonotype3144	4	0.0005985335926978902
F017	cord_blood	clonotype1140	4	0.0005985335926978902
F017	cord_blood	clonotype986	4	0.0005985335926978902
F017	cord_blood	clonotype990	4	0.0005985335926978902
F017	cord_blood	clonotype973	4	0.0005985335926978902
F017	cord_blood	clonotype763	4	0.0005985335926978902
F017	cord_blood	clonotype768	4	0.0005985335926978902
F017	cord_blood	clonotype664	4	0.0005985335926978902
F017	cord_blood	clonotype2	4	0.0005985335926978902
F017	cord_blood	clonotype2649	4	0.0005985335926978902
F017	cord_blood	clonotype3389	3	0.0004489001945234176
F017	cord_blood	clonotype3390	3	0.0004489001945234176
F017	cord_blood	clonotype3393	3	0.0004489001945234176
F017	cord_blood	clonotype19	3	0.0004489001945234176
F017	cord_blood	clonotype23	3	0.0004489001945234176
F017	cord_blood	clonotype3493	3	0.0004489001945234176
F017	cord_blood	clonotype26	3	0.0004489001945234176
F017	cord_blood	clonotype2819	3	0.0004489001945234176
F017	cord_blood	clonotype2565	3	0.0004489001945234176
F024	cord_blood	clonotype1	10	0.0012696800406297613
F024	cord_blood	clonotype3	6	0.0007618080243778568
F024	cord_blood	clonotype57	4	0.0005078720162519045
F024	cord_blood	clonotype11	4	0.0005078720162519045
F024	cord_blood	clonotype269	4	0.0005078720162519045
F024	cord_blood	clonotype3792	4	0.0005078720162519045
F024	cord_blood	clonotype3988	4	0.0005078720162519045
F024	cord_blood	clonotype1429	4	0.0005078720162519045
F024	cord_blood	clonotype1190	4	0.0005078720162519045
F024	cord_blood	clonotype1388	4	0.0005078720162519045
F024	cord_blood	clonotype1520	4	0.0005078720162519045
F024	cord_blood	clonotype4127	4	0.0005078720162519045
F024	cord_blood	clonotype849	4	0.0005078720162519045
F024	cord_blood	clonotype1637	4	0.0005078720162519045
F024	cord_blood	clonotype2	4	0.0005078720162519045
F024	cord_blood	clonotype329	4	0.0005078720162519045
F024	cord_blood	clonotype3970	4	0.0005078720162519045
F024	cord_blood	clonotype743	4	0.0005078720162519045
F024	cord_blood	clonotype1134	4	0.0005078720162519045
F024	cord_blood	clonotype3894	4	0.0005078720162519045
F024	cord_blood	clonotype1436	4	0.0005078720162519045
F024	cord_blood	clonotype5	4	0.0005078720162519045
F024	cord_blood	clonotype449	4	0.0005078720162519045
F024	cord_blood	clonotype1250	4	0.0005078720162519045
F024	cord_blood	clonotype1138	4	0.0005078720162519045
F024	cord_blood	clonotype829	4	0.0005078720162519045
F024	cord_blood	clonotype4029	4	0.0005078720162519045
F024	cord_blood	clonotype3627	4	0.0005078720162519045
F024	cord_blood	clonotype3594	4	0.0005078720162519045
F024	cord_blood	clonotype140	4	0.0005078720162519045
F024	cord_blood	clonotype337	4	0.0005078720162519045
F024	cord_blood	clonotype10	4	0.0005078720162519045
F024	cord_blood	clonotype1330	4	0.0005078720162519045
F024	cord_blood	clonotype1586	4	0.0005078720162519045
F024	cord_blood	clonotype4148	4	0.0005078720162519045
F024	cord_blood	clonotype4054	4	0.0005078720162519045
F024	cord_blood	clonotype9	4	0.0005078720162519045
F024	cord_blood	clonotype317	4	0.0005078720162519045
F024	cord_blood	clonotype3905	4	0.0005078720162519045
F024	cord_blood	clonotype7	4	0.0005078720162519045
F024	cord_blood	clonotype683	4	0.0005078720162519045
F024	cord_blood	clonotype520	4	0.0005078720162519045
F024	cord_blood	clonotype1391	4	0.0005078720162519045
F024	cord_blood	clonotype970	4	0.0005078720162519045
F024	cord_blood	clonotype4015	4	0.0005078720162519045
F024	cord_blood	clonotype839	4	0.0005078720162519045
F024	cord_blood	clonotype528	4	0.0005078720162519045
F024	cord_blood	clonotype1558	4	0.0005078720162519045
F024	cord_blood	clonotype4001	4	0.0005078720162519045
F024	cord_blood	clonotype3867	4	0.0005078720162519045
F020	healthy_old_non_frail	clonotype1	302	0.05490909090909091
