cell_type	gene	n_donors	n_frail	n_healthy_old_non_frail	n_F_series	n_OH_series	coef_frail_vs_healthy_adjusted_for_OH	ci95_low	ci95_high	p_value_group	coef_OH_platform	p_value_platform	r_squared	test	adj_p_value_bh_group
Monocyte_CD14	PPP2R5E	11	5	6	8	3	-0.9767690363485587	-1.6265425183203095	-0.32699555437680805	0.008486408603356888	-0.3326332264307261	0.32186962876133496	0.6217132937411858	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	BAP1	11	5	6	8	3	-0.6599548481466504	-1.0990166089402431	-0.22089308735305774	0.008490521204715194	-0.06810384632174671	0.7572191851949968	0.6641593447609003	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	HSPBAP1	11	5	6	8	3	-0.7485374449158266	-1.2466571032109617	-0.25041778662069153	0.00850136177121698	-0.7026444389817761	0.0196064041451323	0.6258751922810479	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	CCDC130	11	5	6	8	3	-0.9358702466274884	-1.55886923246682	-0.31287126078815664	0.00851648716886343	0.36896429142165044	0.25665977390537104	0.7681566631199844	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	RBM48	11	5	6	8	3	-0.929412467827737	-1.5481172694188285	-0.3107076662366455	0.00851681608452342	-0.32132863193988204	0.3153285768706061	0.620649753443153	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	BCL2L2	11	5	6	8	3	-0.7761820744638327	-1.2929965800860836	-0.25936756884158174	0.008526419144236902	-1.1238444066741051	0.0020418304376141256	0.7283157385822342	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	DDX52	11	5	6	8	3	-1.176184446522314	-1.959355966915804	-0.39301292612882377	0.00852745583401437	-0.7043479071428411	0.10070641871285418	0.6000672392772186	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	VPS35	11	5	6	8	3	-1.0244365123558885	-1.7065684568149582	-0.34230456789681896	0.00852764433940728	0.056989730286824525	0.8674662672610504	0.6976463039496091	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	ZNF484	11	5	6	8	3	-1.260206876117953	-2.0993386058214427	-0.4210751464144632	0.008528140230925648	0.2951697756394198	0.48881275460082463	0.7359444295866796	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	CUL5	11	5	6	8	3	-0.7698898699212408	-1.282536807691781	-0.2572429321507007	0.008528286631383112	-0.4444666090186056	0.11153884172025937	0.6005012004886048	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	PHLDA2	11	5	6	8	3	1.4055846245001367	0.46959778261823193	2.3415714663820415	0.008530585285996373	0.6337691353897155	0.20006761233009487	0.608132912113263	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0647130828034475
Monocyte_CD14	ZNF296	11	5	6	8	3	-1.1268539041195564	-1.8773427051738383	-0.3763651030652746	0.008536974631328787	-0.7182645830422207	0.08382443744156909	0.5998140277836634	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06472750323785091
Monocyte_CD14	PTPN2	11	5	6	8	3	-0.5882573846875951	-0.9800851168276035	-0.19642965254758682	0.008542098606792179	-0.7700148095214097	0.0036673617029146384	0.69823254028723	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06473231950002628
Monocyte_CD14	TAF2	11	5	6	8	3	-0.9011928834167429	-1.5016652223993412	-0.3007205444341444	0.008556877556011566	0.07963983221852633	0.7913574970357754	0.7044743626754358	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06481025800170315
Monocyte_CD14	FAM208B	11	5	6	8	3	-1.226394889241058	-2.043747355094171	-0.40904242338794505	0.00856729252168777	-0.5018235251022718	0.24102144267298728	0.6120405944588956	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06485507897913875
Monocyte_CD14	LINC00685	11	5	6	8	3	0.7590858179006874	0.253044365821676	1.2651272699796987	0.008578962543895695	-0.25413393452894406	0.3305816782442883	0.756035808951337	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06487809641597893
Monocyte_CD14	LENG1	11	5	6	8	3	-0.9052807275003112	-1.5087875088319165	-0.301773946168706	0.008579330827631357	-0.02919270894639059	0.9229822650287595	0.6781626129075081	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06487809641597893
Monocyte_CD14	KLC1	11	5	6	8	3	-0.6811167736945761	-1.1353007289876798	-0.22693281840147245	0.00859052815405099	-0.027616950213010583	0.9032895224147246	0.676279425064015	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06490535424260324
Monocyte_CD14	ENTPD4	11	5	6	8	3	-0.8029668094893639	-1.3384366947374335	-0.26749692424129445	0.008593270213813906	0.15398753975702473	0.5694732308470232	0.7264035543830863	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06490535424260324
Monocyte_CD14	UBP1	11	5	6	8	3	-0.9878394180050273	-1.6466725550102073	-0.3290062809998473	0.008598468184557385	-0.16881720731179328	0.6114944510182427	0.6494825264667532	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06490535424260324
Monocyte_CD14	SYN2	11	5	6	8	3	1.2310018157471725	0.40994672143625044	2.0520569100580945	0.008600938350850481	1.3776841360369647	0.008557117884972638	0.6573876688155142	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06490535424260324
Monocyte_CD14	VPS53	11	5	6	8	3	-0.890361863185375	-1.4844388647117903	-0.29628486165895973	0.00861733005609403	-0.4455803263389049	0.1604518430567723	0.6031767970929782	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0649698291865221
Monocyte_CD14	ZNF622	11	5	6	8	3	-0.7439044175238014	-1.2402736452334864	-0.24753518981411649	0.0086184927004935	0.41580574356330136	0.12229167802688029	0.7970864782855359	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.0649698291865221
Monocyte_CD14	IFT81	11	5	6	8	3	-0.662825013051071	-1.1051644387094504	-0.22048558739269175	0.008625463159465434	-0.31542769788464975	0.1795542961236973	0.6049188235358409	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06498840346011026
Monocyte_CD14	AKAP9	11	5	6	8	3	-1.42915036066465	-2.3835398509699584	-0.4747608703593418	0.008654889477868442	-1.293054755209634	0.023397193825773762	0.6192311949529512	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06515570202590386
Monocyte_CD14	FAM122A	11	5	6	8	3	-0.7831014258363139	-1.3060857481536106	-0.2601171035190173	0.008657212188092029	0.2123461106644453	0.42664638590305304	0.7424748889018047	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06515570202590386
Monocyte_CD14	ORC2	11	5	6	8	3	-1.3464228239400706	-2.245745466268762	-0.4471001816113792	0.008663637798348485	-0.25910041784633675	0.5687748059138324	0.6446738905377267	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06515570202590386
Monocyte_CD14	RAI1	11	5	6	8	3	-0.8690986184241443	-1.449627536020273	-0.28856970082801536	0.00866573999623352	0.03144905004310594	0.913786234759463	0.692082920013104	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06515570202590386
Monocyte_CD14	CLPTM1	11	5	6	8	3	-0.5218668765844552	-0.8705073795393232	-0.17322637362958715	0.008672161019549101	-0.09223859108973986	0.6001649532034995	0.6475849150318831	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06517000211720562
Monocyte_CD14	ORC4	11	5	6	8	3	-1.0640514948607056	-1.7751249797527082	-0.3529780099687029	0.00868573817332701	-0.6768237424363814	0.0852343393034129	0.5981734787476856	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06523803656122333
Monocyte_CD14	DNTTIP1	11	5	6	8	3	-0.6752544464674901	-1.126729795538975	-0.2237790973960052	0.00870757926715703	0.013834226025353225	0.9511568292788982	0.6882673280578722	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06536803779889198
Monocyte_CD14	FASTKD1	11	5	6	8	3	-1.0223161244064718	-1.7059464217900446	-0.33868582702289884	0.008714657960724884	0.06030546817495397	0.860151482282452	0.6965751831157823	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06538713967305596
Monocyte_CD14	POLI	11	5	6	8	3	-1.1253283304144928	-1.8782741684061581	-0.3723824924228275	0.008739997438328867	-0.903268971588	0.03844973654507991	0.6061932840461234	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
Monocyte_CD14	UBE2G1	11	5	6	8	3	-0.8155977064716066	-1.3613898252119172	-0.2698055877312959	0.008746820702406352	-0.03742142248157876	0.891037677097025	0.6735852791591255	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
Monocyte_CD14	C1R	11	5	6	8	3	-0.6999828029540104	-1.1684113856652845	-0.2315542202427363	0.008747306448806535	-0.3048063088791366	0.21640409576599623	0.6072802237257424	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
Monocyte_CD14	RBM26	11	5	6	8	3	-1.3318871447143616	-2.223237620286999	-0.44053666914172473	0.008749867944237016	-0.5203417981321907	0.2629825044318043	0.6122434047041845	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
Monocyte_CD14	POGZ	11	5	6	8	3	-0.9736365738426453	-1.6253205118465983	-0.3219526358386925	0.008755908517455668	0.37075363619268487	0.274377138402172	0.7636087668350933	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
Monocyte_CD14	ZDHHC20	11	5	6	8	3	-0.8947016325466358	-1.4935774511067983	-0.29582581398647345	0.008757792064896575	-0.08327125301644944	0.7815609087675933	0.6635325863559574	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
Monocyte_CD14	MAPKAPK5	11	5	6	8	3	-0.9055979860899639	-1.5117751131699926	-0.2994208590099351	0.008758359894351826	-0.026232640044390187	0.9310709291294688	0.6770891943273045	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
Monocyte_CD14	ZNHIT6	11	5	6	8	3	-1.0943068048604028	-1.8268530818327848	-0.3617605278880208	0.008761621411461418	0.6345356309002925	0.11181940716001738	0.799558821560901	OLS donor pseudobulk log2CPM ~ frail_indicator + OH_platform_indicator	0.06546701677444824
