cell_type	gene	n_frail	n_healthy_old_non_frail_F	log2cpm_difference	p_value	adj_p_value_bh	test
B	DNMT1	5	3	-0.7583641367577716	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	DOCK8	5	3	-0.9374485205117145	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	DOPEY2	5	3	-0.6938402226724865	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	DRG1	5	3	-0.36872007001819274	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	E2F5	5	3	-1.1098372447989107	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	EGR1	5	3	1.1454991114872177	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	EGR3	5	3	2.3952449961466926	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	EIF3B	5	3	0.7737519911179138	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	ELL2	5	3	1.2051962321744787	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	EMB	5	3	-1.0342064120907777	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	EMD	5	3	0.3550925111475687	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	ENOX2	5	3	-0.8975923145363374	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	ERAP2	5	3	-1.1465992604388013	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	ERICH1	5	3	-0.7693199791449219	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	ERV3-1	5	3	-0.6107519386837961	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	EXOC4	5	3	-0.6165300326069092	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FAM102A	5	3	-0.8035401196288552	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FAM174A	5	3	-0.6482795520258446	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FAM185A	5	3	-0.7614532917092816	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FAM229B	5	3	-0.9732537266011081	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FAM50A	5	3	1.0494566134579664	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FAM66B	5	3	-1.426039114431778	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FAM8A1	5	3	-1.1122905362626008	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FARS2	5	3	-0.8342794946882535	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FASTK	5	3	-0.32633844789238786	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FBXL18	5	3	-0.8915969402321211	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FBXL4	5	3	-0.7787977886841086	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FBXO6	5	3	-0.72987173410365	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FER	5	3	-1.148289175092784	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FGD2	5	3	-0.8442319061019115	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FSCN1	5	3	1.1630769176311473	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	FUT7	5	3	-1.8847694429049318	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GABPA	5	3	-1.165179888689409	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GADD45G	5	3	2.1741685351123268	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GARS	5	3	-0.9068766697020818	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GLA	5	3	0.9052377365801374	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GLIDR	5	3	-0.6586568572843023	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GLRX	5	3	-0.6364546694946012	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GNE	5	3	-1.0212685628102744	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GNG11	5	3	-1.3850578489290648	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GON4L	5	3	-0.9131388816623538	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GPAA1	5	3	0.3261881332126908	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GPR146	5	3	3.2389472251084745	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GPRASP1	5	3	-0.8112259801442483	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GRINA	5	3	0.7939464819308251	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GRK6	5	3	2.2879055147166847	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GS1-124K5.3	5	3	-0.7337150066262743	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GSAP	5	3	-0.41383596554552415	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GSTK1	5	3	-0.5373181290420748	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GTF2E2	5	3	-0.624364636652631	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	GTPBP6	5	3	2.0253280866156538	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HBP1	5	3	-0.5447025600843123	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HBS1L	5	3	-0.462746174851568	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HDAC8	5	3	-0.6438398561251466	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HINT3	5	3	-0.6342637603920824	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIP1	5	3	1.5465283814696824	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIPK2	5	3	-1.5908532806762707	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIST1H1D	5	3	-2.035544114737493	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIST1H1E	5	3	-1.7782286633163196	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIST1H2AC	5	3	-1.3554536084549813	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIST1H2BJ	5	3	0.864222328391397	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIST1H3I	5	3	-0.7806654973211495	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIST1H4B	5	3	1.4094092181589826	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIST1H4F	5	3	-1.4839638928208247	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HIVEP1	5	3	-0.8764424966273401	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HLA-DMB	5	3	-0.507978905819293	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HLA-DQA1	5	3	0.4873033254736754	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HLA-E	5	3	-0.31588727044902143	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HSF2	5	3	-0.8412896171995992	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
B	HSPA4	5	3	-0.5736803090443843	0.03571428571428571	0.23489220387287765	Mann-Whitney U donor pseudobulk logCPM, F-series-only sensitivity
